"Collected.From"|"Year"|"Player"|"Position"|"Body-fat"|"Hand.length.(in)"|"Hand.width.(in)"|"Height.w/o.shoes"|"Height.w/.shoes"|"Standing.reach"|"Weight.(LBS)"|"Wingspan"
"175"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-192"|"2017-2018"|"Tyler Lydon"|"PF"|"0.13600000000000001"|"8.75"|"8.75"|"6' 8.25''"|"6' 9.5''"|"8' 11.5''"|"215"|"7' 0''"
"176"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-193"|"2017-2018"|"Tyler Dorsey"|"SG"|"4.7E-2"|"8.5"|"9.25"|"6' 3''"|"6' 4.5''"|"8' 3.5''"|"182.6"|"6' 5.25''"
"177"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-194"|"2017-2018"|"Tony Bradley"|"C"|"0.12"|"9.5"|"9.5"|"6' 9.25''"|"6' 10.75''"|"9' 4.5''"|"248.8"|"7' 5''"
"178"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-195"|"2017-2018"|"Thomas Welsh"|"PF-C"|"0.109"|"9"|"10.5"|"6' 11.5''"|"7' 0.5''"|"9' 1.5''"|"254"|"7' 0''"
"179"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-196"|"2017-2018"|"Thomas Bryant"|"PF-C"|"9.4E-2"|"9.5"|"10.25"|"6' 9.5''"|"6' 10.75''"|"9' 4.5''"|"247.8"|"7' 6''"
"180"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-197"|"2017-2018"|"Terrance Ferguson"|"SG-SF"|"5.8000000000000003E-2"|"8.5"|"10"|"6' 5.5''"|"6' 7''"|"8' 7''"|"184.4"|"6' 8.75''"
"181"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-198"|"2017-2018"|"TJ Leaf"|"PF"|"6.8000000000000005E-2"|"8.5"|"9.5"|"6' 8.75''"|"6' 9.75''"|"8' 11''"|"222.2"|"6' 11''"
"182"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-199"|"2017-2018"|"Svi Mykhailiuk"|"SG-SF"|"0.114"|"8"|"9.25"|"6' 6.5''"|"6' 7.5''"|"8' 4''"|"219.6"|"6' 5''"
"183"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-200"|"2017-2018"|"Sindarius Thornwell"|"SG-SF"|"7.8E-2"|"8.75"|"8.75"|"6' 3.5''"|"6' 4.75''"|"8' 7''"|"211.6"|"6' 10''"
"184"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-201"|"2017-2018"|"Semi Ojeleye"|"SF-SG"|"5.5E-2"|"8.75"|"9.5"|"6' 5.25''"|"6' 6.75''"|"8' 6''"|"241.4"|"6' 9.75''"
"185"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-202"|"2017-2018"|"Rawle Alkins"|"SG-SF"|"0.11"|"8.75"|"10"|"6' 2.5''"|"6' 3.75''"|"8' 3''"|"222.6"|"6' 8.75''"
"186"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-203"|"2017-2018"|"Peter Jok"|"SG-SF"|"0.11"|"8.25"|"9.5"|"6' 4.25''"|"6' 5.75''"|"8' 6''"|"202.4"|"6' 8''"
"187"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-204"|"2017-2018"|"PJ Dozier"|"SG"|"6.0999999999999999E-2"|"8.5"|"9.5"|"6' 5.25''"|"6' 6.75''"|"8' 5''"|"200.6"|"6' 11''"
"188"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-205"|"2017-2018"|"Omer Yurtseven"|"C"|"7.5999999999999998E-2"|"9"|"10.5"|"6' 10.5''"|"6' 11.75''"|"9' 0.5''"|"248.4"|"7' 1''"
"189"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-206"|"2017-2018"|"OG Anunoby"|"SF"|"6.8000000000000005E-2"|"9.25"|"9.5"|"6' 6.25''"|"6' 7.75''"|"8' 11.5''"|"232.4"|"7' 2.25''"
"190"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-207"|"2017-2018"|"Nigel Williams-Goss"|"PG"|"5.6000000000000001E-2"|"8.75"|"9.25"|"6' 1.5''"|"6' 3''"|"8' 3''"|"190.2"|"6' 7.25''"
"191"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-208"|"2017-2018"|"Nigel Hayes"|"PF"|"0.115"|"8.75"|"10"|"6' 6.25''"|"6' 7.5''"|"8' 8.5''"|"254.2"|"7' 3.25''"
"192"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-209"|"2017-2018"|"Moritz Wagner"|"PF"|"6.7000000000000004E-2"|"8.75"|"10.75"|"6' 10''"|"6' 11.25''"|"9' 0''"|"231.2"|"7' 0''"
"193"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-210"|"2017-2018"|"Monte Morris"|"PG"|"6.9000000000000006E-2"|"8.25"|"8.75"|"6' 1.25''"|"6' 2.5''"|"8' 0.5''"|"175.2"|"6' 4''"
"194"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-211"|"2017-2018"|"Melo Trimble"|"PG"|"0.106"|"8"|"8.75"|"6' 1.25''"|"6' 2.5''"|"7' 11.5''"|"195.2"|"6' 2''"
"195"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-212"|"2017-2018"|"Markelle Fultz"|"PG"|"-%"|"-"|"-"|NA|NA|NA|"-"|NA
"196"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-213"|"2017-2018"|"Luke Kennard"|"SG-SF"|"6.6000000000000003E-2"|"8"|"8.75"|"6' 4.5''"|"6' 5.5''"|"8' 2.5''"|"196.2"|"6' 5.25''"
"197"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-214"|"2017-2018"|"Kyle Kuzma"|"SF-SG"|"9.4E-2"|"8.5"|"9.5"|"6' 8''"|"6' 9.5''"|"8' 11.5''"|"222.6"|"7' 0.25''"
"198"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-215"|"2017-2018"|"Kobi Simmons"|"PG"|"0.05"|"8.5"|"9.5"|"6' 3.25''"|"6' 4.5''"|"8' 3''"|"166.2"|"6' 6''"
"199"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-216"|"2017-2018"|"Kennedy Meeks"|"C"|"0.115"|"8.75"|"8.75"|"6' 8.75''"|"6' 10.25''"|"8' 10''"|"276.60000000000002"|"7' 1''"
"200"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-217"|"2017-2018"|"Kadeem Allen"|"PG"|"6.4000000000000001E-2"|"8.5"|"8.75"|"6' 1''"|"6' 2.25''"|"8' 3.5''"|"192.4"|"6' 9.25''"
"201"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-218"|"2017-2018"|"Justin Patton"|"C"|"7.8E-2"|"8.75"|"9.75"|"6' 10''"|"6' 11.25''"|"9' 3.5''"|"229"|"7' 3''"
"202"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-219"|"2017-2018"|"Justin Jackson (UNC)"|"SF"|"8.1000000000000003E-2"|"8.75"|"9.25"|"6' 7''"|"6' 8.25''"|"8' 8.5''"|"200.8"|"6' 11''"
"203"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-220"|"2017-2018"|"Justin Jackson (UMD)"|"SF"|"7.0999999999999994E-2"|"9"|"9.5"|"6' 5.75''"|"6' 7''"|"8' 11''"|"219.4"|"7' 3.25''"
"204"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-221"|"2017-2018"|"Josh Hart"|"SG-SF"|"5.8000000000000003E-2"|"8.5"|"9.5"|"6' 3.75''"|"6' 5''"|"8' 5''"|"209.2"|"6' 8.25''"
"205"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-222"|"2017-2018"|"Jordan Bell"|"PF"|"5.3999999999999999E-2"|"9.25"|"9.5"|"6' 7''"|"6' 8.5''"|"8' 8.5''"|"223.6"|"6' 11.75''"
"206"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-223"|"2017-2018"|"Johnathan Motley"|"PF"|"-%"|"9"|"9.5"|"6' 7.75''"|"6' 8.75''"|"9' 0''"|"238.2"|"7' 4''"
"207"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-224"|"2017-2018"|"John Collins"|"PF"|"5.3999999999999999E-2"|"9"|"10"|"6' 8.25''"|"6' 9.5''"|"8' 10.5''"|"225.2"|"6' 11.25''"
"208"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-225"|"2017-2018"|"Jawun Evans"|"PG"|"9.0999999999999998E-2"|"8"|"7.75"|"5' 10.75''"|"5' 11.5''"|"7' 11''"|"185.2"|"6' 5.5''"
"209"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-226"|"2017-2018"|"Jarrett Allen"|"C"|"7.3999999999999996E-2"|"9.5"|"10.5"|"6' 9''"|"6' 10.25''"|"9' 1.5''"|"233.6"|"7' 5.25''"
"210"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-227"|"2017-2018"|"Jaron Blossomgame"|"SF"|"5.7000000000000002E-2"|"8.75"|"10.25"|"6' 5.75''"|"6' 6.75''"|"8' 8.5''"|"218.6"|"6' 10''"
"211"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-228"|"2017-2018"|"Jamel Artis"|"SG-SF"|"0.11899999999999999"|"9.25"|"9.75"|"6' 5.5''"|"6' 6.75''"|"8' 9''"|"213.2"|"6' 10''"
"212"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-229"|"2017-2018"|"Ivan Rabb"|"PF"|"6.8000000000000005E-2"|"8.75"|"9"|"6' 8.75''"|"6' 10''"|"9' 1''"|"219.6"|"7' 1.5''"
"213"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-230"|"2017-2018"|"Isaiah Hicks"|"PF"|"7.6999999999999999E-2"|"8.75"|"9.75"|"6' 7.25''"|"6' 8.5''"|"8' 9''"|"233.4"|"7' 0.5''"
"214"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-231"|"2017-2018"|"Isaiah Briscoe"|"PG"|"0.11"|"9"|"9.25"|"6' 1.25''"|"6' 2.75''"|"8' 3.5''"|"222.4"|"6' 9''"
"215"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-232"|"2017-2018"|"Ike Anigbogu"|"C"|"5.3999999999999999E-2"|"9.5"|"10"|"6' 8.5''"|"6' 9.75''"|"9' 2.5''"|"252.2"|"7' 6.25''"
"216"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-233"|"2017-2018"|"Harry Giles"|"PF"|"5.1999999999999998E-2"|"9.5"|"10.75"|"6' 9.25''"|"6' 10.5''"|"9' 1.5''"|"232"|"7' 3.25''"
"217"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-234"|"2017-2018"|"Hamidou Diallo"|"SG-SF"|"5.1999999999999998E-2"|"8.5"|"9.5"|"6' 3.75''"|"6' 5''"|"8' 5.5''"|"197.4"|"6' 11.25''"
"218"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-235"|"2017-2018"|"Frank Mason III"|"PG"|"4.2999999999999997E-2"|"8"|"9.25"|"5' 11''"|"6' 0''"|"7' 10''"|"188.8"|"6' 3.25''"
"219"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-236"|"2017-2018"|"Frank Jackson"|"PG"|"6.7000000000000004E-2"|"8.25"|"9"|"6' 2''"|"6' 3.5''"|"8' 2''"|"201.6"|"6' 7.5''"
"220"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-237"|"2017-2018"|"Edrice Adebayo"|"PF-C"|"5.1999999999999998E-2"|"9.5"|"8.75"|"6' 8.75''"|"6' 9.75''"|"9' 0''"|"242.6"|"7' 2.75''"
"221"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-238"|"2017-2018"|"Edmond Sumner"|"PG"|"8.3000000000000004E-2"|"8.25"|"9"|"6' 4''"|"6' 5.75''"|"8' 6.5''"|"176.4"|"6' 9''"
"222"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-239"|"2017-2018"|"Dwayne Bacon"|"SG-SF"|"7.9000000000000001E-2"|"8.75"|"10"|"6' 4.75''"|"6' 6.25''"|"8' 7.5''"|"221.6"|"6' 10''"
"223"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-240"|"2017-2018"|"Donovan Mitchell"|"SG"|"5.8999999999999997E-2"|"8.5"|"9.5"|"6' 1.25''"|"6' 3''"|"8' 1''"|"211.4"|"6' 10''"
"224"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-241"|"2017-2018"|"Dillon Brooks"|"SG-SF"|"7.4999999999999997E-2"|"8.25"|"9.25"|"6' 5''"|"6' 6''"|"8' 4.5''"|"220.2"|"6' 6''"
"225"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-242"|"2017-2018"|"Devin Robinson"|"SF"|"3.2000000000000001E-2"|"9.25"|"10.25"|"6' 7''"|"6' 8.25''"|"8' 10''"|"189.6"|"7' 0.75''"
"226"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-243"|"2017-2018"|"Derrick White"|"PG"|"6.2E-2"|"8.25"|"8.5"|"6' 3.25''"|"6' 4.5''"|"8' 5.5''"|"189.8"|"6' 7.5''"
"227"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-244"|"2017-2018"|"Derrick Walton Jr."|"PG"|"5.8000000000000003E-2"|"8"|"8.5"|"5' 11''"|"6' 0.75''"|"7' 11''"|"188.6"|"6' 2.5''"
"228"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-245"|"2017-2018"|"De?Aaron Fox"|"PG"|"4.4999999999999998E-2"|"8.5"|"8.5"|"6' 2''"|"6' 3.25''"|"8' 4''"|"169.6"|"6' 6.5''"
"229"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-246"|"2017-2018"|"Davon Reed"|"SG-SF"|"6.5000000000000002E-2"|"9.25"|"9.5"|"6' 4.5''"|"6' 5.5''"|"8' 6''"|"206.2"|"7' 0''"
"230"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-247"|"2017-2018"|"Damyean Dotson"|"SG-SF"|"5.2999999999999999E-2"|"8.5"|"9.25"|"6' 4.5''"|"6' 5.5''"|"8' 4''"|"205.2"|"6' 9''"
"231"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-248"|"2017-2018"|"D.J. Wilson"|"PF"|"6.4000000000000001E-2"|"9.25"|"10.25"|"6' 8.75''"|"6' 10.5''"|"9' 1.5''"|"234.4"|"7' 3''"
"232"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-249"|"2017-2018"|"Chris Boucher"|"PF"|"5.3999999999999999E-2"|"9.25"|"10.5"|"6' 8''"|"6' 9.5''"|"9' 2.5''"|"182.2"|"7' 4''"
"233"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-250"|"2017-2018"|"Cameron Oliver"|"PF"|"7.6999999999999999E-2"|"9.5"|"10.25"|"6' 7''"|"6' 8.25''"|"8' 10.5''"|"238.6"|"7' 1.25''"
"234"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-251"|"2017-2018"|"Caleb Swanigan"|"PF"|"-%"|"9.5"|"10.25"|"6' 7.5''"|"6' 8.5''"|"9' 0''"|"245.6"|"7' 3''"
"235"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-252"|"2017-2018"|"Alec Peters"|"PF"|"8.7999999999999995E-2"|"8.75"|"10"|"6' 7.25''"|"6' 8.75''"|"8' 9''"|"232"|"6' 10.75''"
"236"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-253"|"2017-2018"|"Edrice Adebayo"|"PF-C"|"5.1999999999999998E-2"|"9.5"|"8.75"|"6' 8.75''"|"6' 9.75''"|"9' 0''"|"242.6"|"7' 2.75''"
